step,time_seconds,total_vehicles,north_queue,south_queue,east_queue,west_queue,north_speed,south_speed,east_speed,west_speed,north_wait,south_wait,east_wait,west_wait,north_vehicles,south_vehicles,east_vehicles,west_vehicles,avg_speed_kmh,avg_waiting_time,max_waiting_time,halting_count,cars,trucks,buses,motorcycles,emergency_vehicles,emergency_detected,emergency_direction,emergency_direction_name,emergency_priority,emergency_distance,emergency_vehicle_id,emergency_type,north_congestion,south_congestion,east_congestion,west_congestion
501,501,190,177,13,0,0,8.291140641003967,42.538989252475645,0,0,12.152542372881356,0.0,0,0,177,13,0,0,10.634414493367817,11.321052631578947,62.0,113,146,10,4,29,1,1,0,north,0,95.07177787016661,emergency_3,emergency,67,19,20,20
502,502,192,177,15,0,0,8.347358467947522,42.10372343720248,0,0,12.293785310734464,0.0,0,0,177,15,0,0,10.984574481170563,11.333333333333334,63.0,116,147,10,4,30,1,1,0,north,0,108.83287649417346,emergency_3,emergency,67,20,20,20
503,503,193,173,20,0,0,7.702279037979711,43.02712048454905,0,0,12.895953757225433,0.0,0,0,173,20,0,0,11.36288436923042,11.55958549222798,64.0,115,148,10,4,30,1,1,0,north,0,122.47379736486407,emergency_3,emergency,68,23,20,20
504,504,193,173,20,0,0,7.79204410618549,43.88135011300744,0,0,12.988439306358382,0.0,0,0,173,20,0,0,11.531868562850978,11.642487046632125,65.0,117,148,10,4,30,1,1,0,north,0,135.96086989481984,emergency_3,emergency,68,22,20,20
505,505,193,172,21,0,0,7.846820570134749,43.95728878793058,0,0,13.11046511627907,0.0,0,0,172,21,0,0,11.775938873625487,11.683937823834198,66.0,117,148,10,4,30,1,1,0,north,0,147.9879742924491,emergency_3,emergency,68,23,20,20
506,506,196,172,24,0,0,7.159591814723274,44.330521178736376,0,0,13.465116279069768,0.0,0,0,172,24,0,0,11.711134185826921,11.816326530612244,67.0,121,150,11,4,30,1,1,0,north,0,155.50594756474447,emergency_3,emergency,68,24,20,20
507,507,196,172,24,0,0,7.169708609232168,44.84818800975441,0,0,13.505813953488373,0.0,0,0,172,24,0,0,11.78339996439816,11.85204081632653,68.0,117,150,11,4,30,1,1,0,north,0,164.5645994928084,emergency_3,emergency,68,24,20,20
508,508,198,171,27,0,0,6.91035067210289,43.75948153427573,0,0,13.865497076023392,0.0,0,0,171,27,0,0,11.935232153308279,11.974747474747474,69.0,119,151,11,4,31,1,1,0,north,0,172.34565695087127,emergency_3,emergency,68,27,20,20
509,509,197,171,26,0,0,6.8389863760347405,44.5048742879836,0,0,13.947368421052632,0.0,0,0,171,26,0,0,11.810118790809717,12.106598984771574,70.0,118,150,11,4,31,1,1,0,north,0,175.32553875211255,emergency_3,emergency,68,25,20,20
510,510,197,170,27,0,0,6.856781031328192,45.30125936383764,0,0,14.305882352941177,0.0,0,0,170,27,0,0,12.12582120888025,12.345177664974619,71.0,119,150,11,4,31,1,1,0,north,0,175.79295286796133,emergency_3,emergency,69,25,20,20
511,511,199,171,28,0,0,6.61245880190852,45.67633710521586,0,0,14.415204678362572,0.0,0,0,171,28,0,0,12.108883889811057,12.386934673366834,72.0,123,152,11,4,31,1,1,0,north,0,175.79849784375574,emergency_3,emergency,69,26,20,20
512,512,199,169,30,0,0,6.468874132646951,44.85816381220873,0,0,15.088757396449704,0.0,0,0,169,30,0,0,12.256204235093449,12.814070351758794,73.0,123,153,11,4,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,69,28,20,20
513,513,200,170,30,0,0,6.3991328088207515,45.53738186435844,0,0,15.741176470588234,0.0,0,0,170,30,0,0,12.269870167151403,13.38,74.0,128,154,11,4,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,69,27,20,20
514,514,197,172,25,0,0,6.288557940352446,44.93055044153984,0,0,16.325581395348838,0.0,0,0,172,25,0,0,11.192364095325464,14.253807106598984,75.0,134,151,11,4,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,69,25,20,20
515,515,197,173,24,0,0,5.627342455379183,45.94603383794873,0,0,17.00578034682081,0.0,0,0,173,24,0,0,10.539264248179533,14.934010152284264,76.0,137,150,11,4,31,1,1,0,north,0,175.7989336749769,emergency_3,emergency,70,23,20,20
516,516,197,174,23,0,0,5.670374522297829,45.551246998767695,0,0,17.149425287356323,0.0,0,0,174,23,0,0,10.326516994169944,15.147208121827411,77.0,134,150,11,4,31,1,1,0,north,0,175.7989336749769,emergency_3,emergency,70,23,20,20
517,517,195,175,20,0,0,6.003212239349768,45.74894163899829,0,0,17.82857142857143,0.0,0,0,175,20,0,0,10.079697305980385,16.0,78.0,137,148,11,4,31,1,1,0,north,0,175.7989336749769,emergency_3,emergency,70,21,20,20
518,518,194,176,18,0,0,6.217469636254947,46.39857798327181,0,0,18.494318181818183,0.0,0,0,176,18,0,0,9.945613709689502,16.778350515463917,79.0,137,147,11,4,31,1,1,0,north,0,175.7989336749769,emergency_3,emergency,70,19,20,20
519,519,190,177,13,0,0,6.5189958877583845,46.23541546031294,0,0,18.774011299435028,0.0,0,0,177,13,0,0,9.23643512167001,17.489473684210527,80.0,139,145,9,4,31,1,1,0,north,0,175.7989336749769,emergency_3,emergency,70,16,20,20
520,520,190,178,12,0,0,6.33255172853891,45.92640614341395,0,0,19.46067415730337,0.0,0,0,178,12,0,0,8.83321621789944,18.231578947368423,81.0,143,146,9,3,31,1,1,0,north,0,175.7989336749769,emergency_3,emergency,70,16,20,20
521,521,188,177,11,0,0,6.081775686591898,46.54044553887162,0,0,19.9774011299435,0.0,0,0,177,11,0,0,8.44903828433167,18.80851063829787,82.0,138,145,9,3,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,70,15,20,20
522,522,185,177,8,0,0,6.097252999239309,46.943614665513785,0,0,20.6045197740113,0.0,0,0,177,8,0,0,7.8635821523755025,19.713513513513515,83.0,137,143,8,3,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,71,13,20,20
523,523,184,176,8,0,0,5.176063152815706,46.74997544446933,0,0,21.363636363636363,0.0,0,0,176,8,0,0,6.983624556800646,20.434782608695652,84.0,141,142,8,3,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,71,13,20,20
524,524,183,176,7,0,0,5.072527841661262,45.41875405569093,0,0,22.079545454545453,0.0,0,0,176,7,0,0,6.615826112143273,21.23497267759563,85.0,144,142,8,2,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,72,13,20,20
525,525,184,176,8,0,0,4.751879797487519,46.22059740241825,0,0,22.90909090909091,0.0,0,0,176,8,0,0,6.5548675194410295,21.91304347826087,86.0,148,142,8,3,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,72,13,20,20
526,526,184,178,6,0,0,4.832419042926861,45.880046678536665,0,0,22.55056179775281,0.0,0,0,178,6,0,0,6.170928639740224,21.815217391304348,87.0,148,142,8,3,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,72,13,20,20
527,527,184,178,6,0,0,4.62693110305112,45.739562172349395,0,0,22.8876404494382,0.0,0,0,178,6,0,0,5.967560377049978,22.141304347826086,88.0,148,141,8,3,31,1,1,0,north,0,175.7989336749769,emergency_3,emergency,72,13,20,20
528,528,182,177,5,0,0,4.424615723380638,45.43549364725296,0,0,23.853107344632768,0.0,0,0,177,5,0,0,5.551288193816691,23.197802197802197,89.0,152,139,8,3,31,1,1,0,north,0,175.7989336749769,emergency_3,emergency,73,12,20,20
529,529,181,176,5,0,0,4.0566988856223825,46.374439145985626,0,0,24.84090909090909,0.0,0,0,176,5,0,0,5.225697235356175,24.154696132596683,90.0,152,139,8,3,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,73,12,20,20
530,530,183,178,5,0,0,4.021616127703709,45.7346702785667,0,0,25.43820224719101,0.0,0,0,178,5,0,0,5.161317060787398,24.743169398907103,91.0,158,139,9,4,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,73,12,20,20
531,531,185,179,6,0,0,3.8950452895087997,43.98443735685524,0,0,25.87150837988827,0.0,0,0,179,6,0,0,5.195241788990305,25.032432432432433,92.0,157,140,9,5,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,73,14,20,20
532,532,185,177,8,0,0,3.806286021123406,41.12657076165658,0,0,27.03954802259887,0.0,0,0,177,8,0,0,5.420136172065382,25.87027027027027,93.0,155,140,9,5,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,74,17,20,20
533,533,186,178,8,0,0,3.9038916576017435,42.48513409549699,0,0,27.382022471910112,0.0,0,0,178,8,0,0,5.5632999345004635,26.204301075268816,94.0,155,141,9,5,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,74,16,20,20
534,534,187,178,9,0,0,3.529071515263686,43.22501848555674,0,0,28.264044943820224,0.0,0,0,178,9,0,0,5.439571636828592,26.90374331550802,95.0,158,142,9,5,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,74,16,20,20
535,535,189,180,9,0,0,3.72615685883299,44.320525765898275,0,0,28.58888888888889,0.0,0,0,180,9,0,0,5.659222044883717,27.227513227513228,96.0,158,144,9,5,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,74,15,20,20
536,536,188,179,9,0,0,3.6699044577122883,44.923423856872994,0,0,29.039106145251395,0.0,0,0,179,9,0,0,5.644806982140196,27.648936170212767,97.0,154,144,8,5,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,74,15,20,20
537,537,189,181,8,0,0,3.760777107440836,45.23047690497436,0,0,28.83977900552486,0.0,0,0,181,8,0,0,5.516108315802043,27.61904761904762,98.0,153,145,8,5,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,74,14,20,20
538,538,190,182,8,0,0,3.5465644905356415,45.78841562100324,0,0,28.917582417582416,0.0,0,0,182,8,0,0,5.325168748660593,27.7,99.0,153,145,9,5,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,74,14,20,20
539,539,189,182,7,0,0,3.562349846142403,45.50108628368331,0,0,28.96153846153846,0.0,0,0,182,7,0,0,5.11563638086614,27.88888888888889,100.0,152,144,9,5,30,1,1,0,north,0,175.7989336749769,emergency_3,emergency,74,13,20,20
540,540,191,183,8,0,0,3.9197543016533594,46.28291313190522,0,0,27.103825136612024,0.0,0,0,183,8,0,0,5.69412744637595,25.968586387434556,101.0,146,145,9,5,31,1,1,0,north,0,1.3632937212006198,emergency_3,emergency,74,13,20,20
541,541,190,182,8,0,0,4.519054347749319,45.23568498283831,0,0,26.082417582417584,0.0,0,0,182,8,0,0,6.233438795542538,24.98421052631579,102.0,133,145,8,5,31,1,1,0,north,0,6.556875677313377,emergency_3,emergency,73,14,20,20
542,542,191,182,9,0,0,4.867410730414064,42.73933135148941,0,0,24.664835164835164,0.0,0,0,182,9,0,0,6.651951492663687,23.50261780104712,103.0,127,146,8,5,31,1,1,0,north,0,14.096596165839303,emergency_3,emergency,72,16,20,20
543,543,192,183,9,0,0,5.560633294977158,45.28386211022607,0,0,24.0,0.0,0,0,183,9,0,0,7.422659645691951,22.875,104.0,130,147,8,5,31,1,1,0,north,0,23.958032624702618,emergency_3,emergency,72,15,20,20
544,544,192,183,9,0,0,5.946127240955032,45.45163088040299,0,0,23.868852459016395,0.0,0,0,183,9,0,0,7.797947724054154,22.75,105.0,130,147,8,5,31,1,1,0,north,0,36.42410103783449,emergency_3,emergency,72,15,20,20
545,545,193,184,9,0,0,6.885783235109464,46.2317023778691,0,0,23.266304347826086,0.0,0,0,184,9,0,0,8.720567029331416,22.181347150259068,106.0,130,148,8,5,31,1,1,0,north,0,3.8411272366388687,emergency_3,emergency,71,14,20,20
546,546,193,183,10,0,0,7.136657955566974,46.637320215836226,0,0,23.48633879781421,0.0,0,0,183,10,0,0,9.183324393922893,22.269430051813472,107.0,130,148,8,5,31,1,1,0,north,0,17.700233111059944,emergency_3,emergency,71,14,20,20
547,547,191,181,10,0,0,7.275876727133436,43.729523007042836,0,0,24.209944751381215,0.0,0,0,181,10,0,0,9.18444459519152,22.94240837696335,108.0,134,146,8,5,31,1,1,0,north,0,30.695901531078572,emergency_3,emergency,71,16,20,20
548,548,191,180,11,0,0,7.35804632052361,46.54910583687343,0,0,24.45,0.0,0,0,180,11,0,0,9.61512304659611,23.041884816753928,109.0,132,146,8,5,31,1,1,0,north,0,44.504388903653904,emergency_3,emergency,71,15,20,20
549,549,192,180,12,0,0,7.086956852693501,46.4638062270146,0,0,24.988888888888887,0.0,0,0,180,12,0,0,9.54800993858857,23.427083333333332,110.0,132,146,9,5,31,1,1,0,north,0,57.92399920523139,emergency_3,emergency,71,16,20,20
550,550,192,178,14,0,0,6.926075872693933,44.86611514368512,0,0,25.837078651685392,0.0,0,0,178,14,0,0,9.69253706953704,23.953125,111.0,133,146,9,5,31,1,1,0,north,0,71.36719640005353,emergency_3,emergency,71,18,20,20
551,551,192,178,14,0,0,6.851698579113974,45.18780361855425,0,0,26.415730337078653,0.0,0,0,178,14,0,0,9.64703957157316,24.489583333333332,112.0,137,146,9,5,31,1,1,0,north,0,85.25220069880105,emergency_3,emergency,72,18,20,20
552,552,194,179,15,0,0,6.827158686660829,44.40580574193061,0,0,26.865921787709496,0.0,0,0,179,15,0,0,9.732724180624988,24.788659793814432,113.0,140,148,9,5,31,1,1,0,north,0,98.29676044842202,emergency_3,emergency,72,19,20,20
553,553,194,179,15,0,0,6.95860678156262,43.67487545924573,0,0,27.43016759776536,0.0,0,0,179,15,0,0,9.797493534991727,25.309278350515463,114.0,139,148,9,5,31,1,1,0,north,0,111.42894836386174,emergency_3,emergency,72,19,20,20
554,554,194,180,14,0,0,7.111676503912562,44.312183730684225,0,0,27.961111111111112,0.0,0,0,180,14,0,0,9.796249190380621,25.943298969072163,115.0,140,147,9,5,32,1,1,0,north,0,124.845151217072,emergency_3,emergency,72,18,20,20
555,555,196,180,16,0,0,6.975612791127401,42.298666906960825,0,0,28.566666666666666,0.0,0,0,180,16,0,0,9.859127412828089,26.23469387755102,116.0,142,149,9,5,32,1,1,0,north,0,138.54248184285566,emergency_3,emergency,72,21,20,20
556,556,196,180,16,0,0,6.633287441022492,42.61462685269244,0,0,28.494444444444444,0.0,0,0,180,16,0,0,9.570539637893507,26.168367346938776,117.0,140,151,9,5,30,1,1,0,north,0,152.13056330889904,emergency_3,emergency,72,21,20,20
557,557,197,181,16,0,0,6.753617849922705,44.75150816205699,0,0,28.464088397790054,0.0,0,0,181,16,0,0,9.839740920958992,26.15228426395939,118.0,138,152,9,5,30,1,1,0,north,0,165.8291140809932,emergency_3,emergency,72,19,20,20
558,558,197,180,17,0,0,6.660183478652253,44.0918313978385,0,0,28.394444444444446,0.0,0,0,180,17,0,0,9.890325684876448,25.944162436548222,119.0,137,153,9,5,30,0,0,0,none,0,999.0,,,72,20,20,20
559,559,197,181,16,0,0,6.615143418361173,44.44523307707367,0,0,28.558011049723756,0.0,0,0,181,16,0,0,9.687638009931732,26.238578680203045,120.0,139,153,9,5,30,0,0,0,none,0,999.0,,,72,19,20,20
560,560,197,181,16,0,0,6.989642753128504,44.48730158705273,0,0,28.53038674033149,0.0,0,0,181,16,0,0,10.03513788684824,26.21319796954315,121.0,140,153,9,5,30,0,0,0,none,0,999.0,,,72,19,20,20
561,561,192,179,13,0,0,6.480685926830081,44.39206155448648,0,0,29.463687150837988,0.0,0,0,179,13,0,0,9.04760198495265,27.46875,122.0,141,148,9,5,30,0,0,0,none,0,999.0,,,73,18,20,20
562,562,194,181,13,0,0,6.509371918005358,45.66433491236275,0,0,29.87292817679558,0.0,0,0,181,13,0,0,9.133158098039617,27.871134020618555,123.0,144,150,9,4,31,0,0,0,none,0,999.0,,,73,17,20,20
563,563,190,178,12,0,0,6.199499339527264,45.59995061948744,0,0,31.196629213483146,0.0,0,0,178,12,0,0,8.687948894051065,29.226315789473684,124.0,146,146,9,4,31,0,0,0,none,0,999.0,,,73,16,20,20
564,564,189,178,11,0,0,6.61669733910852,45.70495376255976,0,0,32.01685393258427,0.0,0,0,178,11,0,0,8.891675226187694,30.15343915343915,125.0,146,145,9,4,31,0,0,0,none,0,999.0,,,73,16,20,20
565,565,189,178,11,0,0,5.9871043603025855,44.55596617922052,0,0,32.162921348314605,0.0,0,0,178,11,0,0,8.231852931774,30.29100529100529,126.0,147,146,9,3,31,0,0,0,none,0,999.0,,,74,16,20,20
566,566,187,177,10,0,0,5.913239757791422,44.47499764592297,0,0,33.112994350282484,0.0,0,0,177,10,0,0,7.975365848065836,31.342245989304814,127.0,143,144,9,3,31,0,0,0,none,0,999.0,,,74,16,20,20
567,567,185,176,9,0,0,5.445379918531249,46.07275807932357,0,0,33.57386363636363,0.0,0,0,176,9,0,0,7.421846964191417,31.94054054054054,128.0,145,141,9,3,32,0,0,0,none,0,999.0,,,74,14,20,20
568,568,186,178,8,0,0,5.432998281887649,45.89473166653505,0,0,33.50561797752809,0.0,0,0,178,8,0,0,7.173287889829473,32.064516129032256,129.0,146,143,9,3,31,0,0,0,none,0,999.0,,,74,14,20,20
569,569,186,177,9,0,0,5.392372602956574,45.95898433447,0,0,33.220338983050844,0.0,0,0,177,9,0,0,7.35527317061045,31.612903225806452,130.0,143,143,9,3,31,0,0,0,none,0,999.0,,,74,14,20,20
570,570,183,175,8,0,0,5.107830867179385,43.301441193795995,0,0,33.46857142857143,0.0,0,0,175,8,0,0,6.777496892386668,32.005464480874316,131.0,144,141,9,2,31,0,0,0,none,0,999.0,,,74,15,20,20
571,571,183,175,8,0,0,4.8529298060121056,44.66972308037348,0,0,33.30285714285714,0.0,0,0,175,8,0,0,6.593554648607139,31.846994535519126,132.0,142,141,9,2,31,0,0,0,none,0,999.0,,,75,15,20,20
572,572,185,177,8,0,0,4.834155031716701,44.34833202282497,0,0,32.847457627118644,0.0,0,0,177,8,0,0,6.542876198899763,31.427027027027027,133.0,145,142,10,2,31,0,0,0,none,0,999.0,,,74,15,20,20
573,573,186,178,8,0,0,4.895810558044322,45.345236314471784,0,0,33.01123595505618,0.0,0,0,178,8,0,0,6.6355708056326,31.591397849462364,134.0,145,143,10,2,31,0,0,0,none,0,999.0,,,74,14,20,20
574,574,185,177,8,0,0,4.6755958807955365,46.2421607953989,0,0,34.01129943502825,0.0,0,0,177,8,0,0,6.47306895818379,32.54054054054054,135.0,145,142,10,2,31,0,0,0,none,0,999.0,,,75,13,20,20
575,575,183,177,6,0,0,4.664318593940503,46.27017985238754,0,0,34.824858757062145,0.0,0,0,177,6,0,0,6.02844519257811,33.68306010928962,136.0,147,141,10,2,30,0,0,0,none,0,999.0,,,75,12,20,20
576,576,186,179,7,0,0,4.549990128123847,45.28603851884803,0,0,35.02793296089386,0.0,0,0,179,7,0,0,6.083067218097337,33.70967741935484,137.0,149,143,10,3,30,0,0,0,none,0,999.0,,,75,14,20,20
577,577,184,178,6,0,0,4.579789660211794,45.94546590562634,0,0,35.62359550561798,0.0,0,0,178,6,0,0,5.928670407344876,34.46195652173913,138.0,145,141,10,3,30,0,0,0,none,0,999.0,,,75,12,20,20
578,578,184,178,6,0,0,5.090117940171577,44.52284846186519,0,0,36.061797752808985,0.0,0,0,178,6,0,0,6.375967848487673,34.88586956521739,139.0,146,141,10,3,30,0,0,0,none,0,999.0,,,75,13,20,20
579,579,185,180,5,0,0,4.739718959529028,46.57575505730948,0,0,36.1,0.0,0,0,180,5,0,0,5.870422637847418,35.12432432432433,140.0,150,142,10,3,30,0,0,0,none,0,999.0,,,75,11,20,20
580,580,186,180,6,0,0,4.464639617999769,44.737505371120825,0,0,36.55,0.0,0,0,180,6,0,0,5.763764319713352,35.37096774193548,141.0,150,143,10,3,30,0,0,0,none,0,999.0,,,76,13,20,20
581,581,186,180,6,0,0,4.510720929826224,45.173528264924215,0,0,37.38333333333333,0.0,0,0,180,6,0,0,5.822424392248741,36.17741935483871,142.0,151,143,10,3,30,0,0,0,none,0,999.0,,,76,13,20,20
582,582,187,182,5,0,0,4.854291853502216,44.9186844356331,0,0,35.34065934065934,0.0,0,0,182,5,0,0,5.9255322968746995,34.39572192513369,142.0,146,144,10,3,30,0,0,0,none,0,999.0,,,75,13,20,20
583,583,187,182,5,0,0,4.46804115585728,45.33449979891439,0,0,34.31868131868132,0.0,0,0,182,5,0,0,5.5607272158320695,33.401069518716575,134.0,142,144,10,3,30,0,0,0,none,0,999.0,,,75,12,20,20
584,584,185,181,4,0,0,4.422182497397246,43.76823737825856,0,0,34.34254143646409,0.0,0,0,181,4,0,0,5.272908008334788,33.6,135.0,141,142,10,3,30,0,0,0,none,0,999.0,,,75,13,20,20
585,585,186,182,4,0,0,5.235326206500362,44.21195083810551,0,0,32.2967032967033,0.0,0,0,182,4,0,0,6.0735331878252055,31.602150537634408,136.0,130,143,10,3,30,0,0,0,none,0,999.0,,,74,12,20,20
586,586,188,183,5,0,0,5.564254494920235,43.705788728262334,0,0,30.830601092896174,0.0,0,0,183,5,0,0,6.578657001126142,30.01063829787234,137.0,126,145,10,3,30,0,0,0,none,0,999.0,,,73,13,20,20
587,587,188,183,5,0,0,6.5419489462206535,43.89002245956952,0,0,30.55191256830601,0.0,0,0,183,5,0,0,7.535248773703336,29.73936170212766,138.0,120,145,10,3,30,0,0,0,none,0,999.0,,,73,13,20,20
588,588,189,184,5,0,0,6.9734869345145025,44.097715409562014,0,0,29.641304347826086,0.0,0,0,184,5,0,0,7.95560938094433,28.857142857142858,139.0,117,145,10,3,31,0,0,0,none,0,999.0,,,72,13,20,20
589,589,190,185,5,0,0,7.293958032548508,44.421796563914704,0,0,29.054054054054053,0.0,0,0,185,5,0,0,8.271006414952883,28.289473684210527,140.0,112,146,10,3,31,0,0,0,none,0,999.0,,,72,13,20,20
590,590,190,185,5,0,0,7.802113755622048,45.31484579352863,0,0,29.291891891891893,0.0,0,0,185,5,0,0,8.789290914514329,28.521052631578947,141.0,112,146,10,3,31,0,0,0,none,0,999.0,,,72,12,20,20
591,591,191,182,9,0,0,7.607852388897734,41.65395768665928,0,0,30.104395604395606,0.0,0,0,182,9,0,0,9.212119130677074,28.68586387434555,142.0,118,145,10,4,32,0,0,0,none,0,999.0,,,72,17,20,20
592,592,190,179,11,0,0,7.899416391166886,43.58377916174364,0,0,30.40223463687151,0.0,0,0,179,11,0,0,9.965353183147645,28.642105263157895,143.0,114,144,10,4,32,0,0,0,none,0,999.0,,,72,17,20,20
593,593,191,178,13,0,0,8.136748938676357,44.803012987811044,0,0,30.584269662921347,0.0,0,0,178,13,0,0,10.632358533643638,28.50261780104712,144.0,117,145,10,4,32,0,0,0,none,0,999.0,,,72,17,20,20
594,594,191,176,15,0,0,8.101491939351424,44.74835213959306,0,0,31.602272727272727,0.0,0,0,176,15,0,0,10.979517609527472,29.12041884816754,145.0,120,145,10,4,32,0,0,0,none,0,999.0,,,72,19,20,20
595,595,191,172,19,0,0,7.203506159888225,44.73933412156999,0,0,32.71511627906977,0.0,0,0,172,19,0,0,10.937436690107878,29.460732984293195,146.0,123,144,11,4,32,0,0,0,none,0,999.0,,,73,21,20,20
596,596,192,173,19,0,0,7.533225621148576,44.81512548083786,0,0,32.95375722543353,0.0,0,0,173,19,0,0,11.22258029476366,29.692708333333332,147.0,121,145,11,4,32,0,0,0,none,0,999.0,,,73,21,20,20
597,597,191,168,23,0,0,6.799058824254406,44.27952318557749,0,0,34.351190476190474,0.0,0,0,168,23,0,0,11.312413171429439,30.214659685863875,148.0,121,144,11,4,32,0,0,0,none,0,999.0,,,74,24,20,20
598,598,192,166,26,0,0,6.360119449129419,44.78228023179634,0,0,35.234939759036145,0.0,0,0,166,26,0,0,11.5631203884489,30.463541666666668,149.0,123,145,11,4,32,0,0,0,none,0,999.0,,,74,25,20,20
599,599,194,166,28,0,0,5.996514134078814,45.7695356265451,0,0,35.58433734939759,0.0,0,0,166,28,0,0,11.736950225774978,30.448453608247423,150.0,121,147,11,4,32,0,0,0,none,0,999.0,,,74,26,20,20
600,600,193,164,29,0,0,5.700421216026744,45.073198248674046,0,0,36.0,0.0,0,0,164,29,0,0,11.616537972227635,30.590673575129532,151.0,121,147,11,4,31,0,0,0,none,0,999.0,,,75,27,20,20
601,601,195,166,29,0,0,5.981224050570841,44.9430585289776,0,0,33.95783132530121,0.0,0,0,166,29,0,0,11.775548152487742,28.907692307692308,144.0,118,147,11,5,32,0,0,0,none,0,999.0,,,74,27,20,20
602,602,194,166,28,0,0,5.855474190766304,45.311302009329836,0,0,32.94578313253012,0.0,0,0,166,28,0,0,11.550129752208464,28.190721649484537,137.0,114,147,11,5,31,0,0,0,none,0,999.0,,,74,26,20,20
603,603,194,165,29,0,0,5.682926014985544,44.61125529131247,0,0,32.660606060606064,0.0,0,0,165,29,0,0,11.502109257323074,27.778350515463917,138.0,115,147,11,5,31,0,0,0,none,0,999.0,,,74,27,20,20
604,604,194,163,31,0,0,4.719615988200818,45.440205351934615,0,0,32.736196319018404,0.0,0,0,163,31,0,0,11.22651428859127,27.50515463917526,139.0,120,148,11,5,30,0,0,0,none,0,999.0,,,75,28,20,20
605,605,189,164,25,0,0,4.825029283674382,45.12235544051048,0,0,32.40853658536585,0.0,0,0,164,25,0,0,10.155363431404023,28.12169312169312,140.0,125,143,11,5,30,0,0,0,none,0,999.0,,,74,24,20,20
606,606,190,165,25,0,0,5.129008838742616,45.95340936696357,0,0,32.28484848484848,0.0,0,0,165,25,0,0,10.500640487192742,28.03684210526316,141.0,127,143,12,5,30,0,0,0,none,0,999.0,,,74,24,20,20
607,607,186,164,22,0,0,4.781579600772264,46.43177600996126,0,0,32.6280487804878,0.0,0,0,164,22,0,0,9.707946917988167,28.768817204301076,142.0,131,139,12,5,30,0,0,0,none,0,999.0,,,74,22,20,20
608,608,185,166,19,0,0,4.911093755561418,46.494030902301894,0,0,31.92168674698795,0.0,0,0,166,19,0,0,9.181773786848279,28.643243243243244,143.0,133,140,11,4,30,0,0,0,none,0,999.0,,,74,20,20,20
609,609,183,165,18,0,0,4.6810680160136435,46.74044383114952,0,0,32.92727272727273,0.0,0,0,165,18,0,0,8.818055801108976,29.688524590163933,144.0,134,138,11,4,30,0,0,0,none,0,999.0,,,75,19,20,20
610,610,182,166,16,0,0,4.726018730955221,47.14574963579878,0,0,32.90963855421687,0.0,0,0,166,16,0,0,8.455225843468941,30.016483516483518,145.0,137,138,11,3,30,0,0,0,none,0,999.0,,,75,18,20,20
611,611,178,167,11,0,0,4.657548827837205,46.408271033444834,0,0,32.93413173652694,0.0,0,0,167,11,0,0,7.237649638296103,30.89887640449438,146.0,136,134,11,3,30,0,0,0,none,0,999.0,,,75,15,20,20
612,612,176,167,9,0,0,5.0472518547470555,46.651372257120244,0,0,32.91616766467066,0.0,0,0,167,9,0,0,7.174735284413867,31.232954545454547,147.0,132,133,10,3,30,0,0,0,none,0,999.0,,,74,14,20,20
613,613,174,166,8,0,0,4.811391167482948,47.16902347809559,0,0,33.44578313253012,0.0,0,0,166,8,0,0,6.758868515097322,31.908045977011493,148.0,133,132,10,3,29,0,0,0,none,0,999.0,,,75,13,20,20
614,614,175,169,6,0,0,4.817083683855994,47.28245906818888,0,0,32.887573964497044,0.0,0,0,169,6,0,0,6.273039411318836,31.76,149.0,133,133,10,3,29,0,0,0,none,0,999.0,,,75,12,20,20
615,615,175,169,6,0,0,4.613885567382021,47.03098653022429,0,0,33.17751479289941,0.0,0,0,169,6,0,0,6.068186171822328,32.04,150.0,132,133,10,3,29,0,0,0,none,0,999.0,,,75,12,20,20
616,616,175,168,7,0,0,4.4288899549706295,46.31843766668528,0,0,33.38095238095238,0.0,0,0,168,7,0,0,6.104471863439216,32.04571428571428,151.0,136,133,10,3,29,0,0,0,none,0,999.0,,,75,13,20,20
617,617,176,170,6,0,0,4.415196107640652,46.205215122523974,0,0,33.523529411764706,0.0,0,0,170,6,0,0,5.839855846784402,32.38068181818182,152.0,142,135,9,3,29,0,0,0,none,0,999.0,,,75,12,20,20
